airline_sentiment,negativereason,airline,airline_sentiment_gold,name,retweet_count,text,tweet_created,tweet_id,tweet_location,user_timezone
negative,Flight Attendant Complaints,US Airways,,j_husucks,0,@USAirways @Jack_Kairys (2/2) and another sent him to the wrong line...oh and the kiosks weren't working! #thanks,2/17/15 11:33,5.67769E+17,,
negative,Flight Attendant Complaints,US Airways,,j_husucks,0,@USAirways also your employees were LESS then helpful when @Jack_Kairys was checking his bag. Two just left their desks completely (1/2),2/17/15 11:32,5.67769E+17,,
negative,Customer Service Issue,US Airways,,rkasold,0,@USAirways the phone number the gate gave me doesn't work either. What is your customer service phone number?,2/17/15 11:32,5.67768E+17,,Eastern Time (US & Canada)
neutral,,US Airways,,JenniesMagic,0,@USAirways done,2/17/15 11:31,5.67768E+17,,Eastern Time (US & Canada)
negative,Bad Flight,US Airways,,j_husucks,0,@USAirways @Jack_Kairys your site clearly explains we are allowed a carry on. This was allowed at PIT but not BOS. How does that make sense?,2/17/15 11:31,5.67768E+17,,
negative,Customer Service Issue,US Airways,,izzyflan,0,"@USAirways never in my life have I dealt with such poor customer service, irresponsible staff and lack of care LGA-IAH day 2, baggage in NC?",2/17/15 11:29,5.67768E+17,,
negative,Customer Service Issue,US Airways,,Dazoulai,0,@USAirways Thks 4 tip. Seems like a workaround rather than a customer-friendly solution. They should have an easily accessible email.,2/17/15 11:24,5.67767E+17,,
neutral,,US Airways,,zachupton,0,@USAirways unfortunately not. I think I watched it take off from the bus. Rebooked for a Late Flightr flight now #planestrainsandautomobiles,2/17/15 11:21,5.67766E+17,Beavercreek Ohio,
neutral,,US Airways,,DaintyKenyan,0,@USAirways I was supposed to be on flight 1861 from Charlotte to RDU @ 8:20pm yesterday. Is the same flight scheduled for departure tonight?,2/17/15 11:17,5.67765E+17,"Research Triangle Park, N.C.",Quito
positive,,US Airways,,erickofiejones,0,@USAirways Thank you so much its been a very stressful day,2/17/15 11:13,5.67764E+17,,Eastern Time (US & Canada)
negative,Flight Attendant Complaints,US Airways,,liquidfox1,0,"@USAirways me too. In the future, have a better harsh weather preparedness plan. So much of your staff called out that everything snowballed",2/17/15 11:13,5.67764E+17,This is an AD account. 18+,
negative,Flight Booking Problems,US Airways,,shoobe01,0,"@usairways If I could/wanted to call I wouldn't use the internet to make a reservation.

Site won't work on Chrome, on several computers.",2/17/15 11:10,5.67763E+17,"Mission, Kansas",
neutral,,US Airways,,Eagles_SAB,0,"@USAirways Darn it, first in line for no upgrade! Wish I understood the policy. :) http://t.co/xGPaAyFDwt",2/17/15 11:09,5.67763E+17,"Philadelphia, PA",Central Time (US & Canada)
negative,Lost Luggage,US Airways,,MsAmanRm103,0,@USAirways Waiting for my luggage on flight 1923. Is there a delay?,2/17/15 11:09,5.67763E+17,"Detroit, MI",
negative,Customer Service Issue,US Airways,,rkasold,0,@USAirways will you please update your website with the most current flight status? And update your customer service phone # on @google thx,2/17/15 11:04,5.67762E+17,,Eastern Time (US & Canada)
negative,Flight Booking Problems,US Airways,,GainesJohnson,0,@USAirways Flight Booking Problems a flight using credit from a previously Cancelled Flightled flight. Can't get thru on the phone and can't book online. Help please.,2/17/15 11:03,5.67761E+17,"Charlottesville, Virginia",Central Time (US & Canada)
positive,,US Airways,,TreyWheelerCEO,0,@USAirways Absolutely!! The staff was amazing!!,2/17/15 11:02,5.67761E+17,"Lima, OH",Eastern Time (US & Canada)
negative,Can't Tell,US Airways,,kpbball41,0,@USAirways you are horrendous.  Pull your shit together,2/17/15 11:01,5.67761E+17,"Boston, MA",Quito
positive,,US Airways,,htmella,0,@USAirways Haha - that will indeed be a great day!,2/17/15 11:00,5.6776E+17,"Washington, DC",Quito
negative,Late Flight,US Airways,,simuLate Flightthis,0,"@USAirways I want my money back. Now we're sitting on the runway. After a 2 hour delay, waiting for the baggage to begin loading.",2/17/15 10:57,5.6776E+17,Queens,Quito
negative,Late Flight,US Airways,,HelloKansas,0,@USAirways how is your gate agent gonna tell me my flight is on time when its 5 minutes past departure time and the previous flights plane..,2/17/15 10:56,5.67759E+17,"Nashville, TN",Eastern Time (US & Canada)
negative,Flight Attendant Complaints,US Airways,,afioto,0,@USAirways this is the aforementioned pilot. @AmericanAir sure you want to merge with these patron hitting hoodlums? http://t.co/C24cEfa9pl,2/17/15 10:55,5.67759E+17,,Central Time (US & Canada)
neutral,,US Airways,,DAngel082,0,@USAirways  my flight was #3729...but I left my phone on the plane or the shuttle :(,2/17/15 10:55,5.67759E+17,New York,
positive,,US Airways,,KristinKlutz,0,@USAirways thank you! I tried that and they said they didn't have it. Anywhere else to try?,2/17/15 10:50,5.67758E+17,,
negative,Can't Tell,US Airways,,BlessedEpiphany,0,@USAirways @AmericanAir  best u could do-I might get my refund within 2 billing cycles. Months of u guys asking for another chance. I'm done,2/17/15 10:49,5.67758E+17,"Dallas, TX by way of Tampa, FL",America/Chicago
negative,Cancelled Flight,US Airways,,BlessedEpiphany,0,"@usairways and @AmericanAir  4 days of Cancelled Flightations, I have driven to 3 airports in 3 different states, spent more on gas than my flight.",2/17/15 10:47,5.67757E+17,"Dallas, TX by way of Tampa, FL",America/Chicago
negative,Flight Attendant Complaints,US Airways,,Jack_Kairys,0,@USAirways then why did my whole team be able to put there carry ons under the plane,2/17/15 10:43,5.67756E+17,,
positive,,US Airways,,themadhacker13,0,@USAirways customer service at its finest,2/17/15 10:42,5.67756E+17,East Coast,Eastern Time (US & Canada)
negative,Customer Service Issue,US Airways,,Dazoulai,0,@USAirways No speciifc email. 1500 character limit for complaints. Is AA/US customer complaints adopting the twitter model?,2/17/15 10:40,5.67756E+17,,
neutral,,US Airways,,zachupton,0,@USAirways please hold 3923! I can see it. Just can't get off my first plane quick enough,2/17/15 10:36,5.67755E+17,Beavercreek Ohio,
negative,Late Flight,US Airways,,zachupton,0,@USAirways please hogs my next flight for me! I'm waiting on a bus to get me off one plane so I can run to the other. It leaves in two min!,2/17/15 10:36,5.67754E+17,Beavercreek Ohio,
positive,,US Airways,,lauras_music,0,@USAirways Fabulous - thank you so much! Looking forward to taking to the skies with you! :),2/17/15 10:34,5.67754E+17,Ohio,Eastern Time (US & Canada)
negative,Bad Flight,US Airways,,ElaineLibrarian,0,.@USAirways we r rebooked. got conflicting info abt baggage. Y no extra plane batteries on hand? Y no comped admirals club for 9 hr wait?,2/17/15 10:34,5.67754E+17,"Albany, NY",Central Time (US & Canada)
negative,Customer Service Issue,US Airways,,tamajared,0,@USAirways Don't tell me that. Tell me what I can actually DO to reach someone. I don't mind being put on hold but it won't even do THAT.,2/17/15 10:33,5.67754E+17,DC / MIA,Quito
negative,Cancelled Flight,US Airways,,erickofiejones,0,@USAirways No I missed the funeral so I had to take a train back to Newark,2/17/15 10:30,5.67753E+17,,Eastern Time (US & Canada)
neutral,,US Airways,,ewenmilligan,0,@USAirways what is the baggage allowance on flights from Glasgow to the US?  Thanks,2/17/15 10:28,5.67753E+17,"Fife, Dunfermline",London
negative,Can't Tell,US Airways,,_JoeChuck,0,@USAirways @AmericanAir what a joke of a company today reminded me why I never book with you,2/17/15 10:23,5.67751E+17,CT to Queens ,Eastern Time (US & Canada)
positive,,US Airways,,TreyWheelerCEO,0,@USAirways  I had exceptional service on flight #403 from IND to PHX!!,2/17/15 10:22,5.67751E+17,"Lima, OH",Eastern Time (US & Canada)
negative,Flight Attendant Complaints,US Airways,,sampleonephl,0,@USAirways it's be nice to take a flight and have some level of consistency / service from the flight attendants. Quality control???,2/17/15 10:14,5.67749E+17,NYC,Central Time (US & Canada)
negative,Cancelled Flight,US Airways,,cnichols9,0,@USAirways Travelling from pwm to atl on Sunday That flight got Cancelled Flightled and my new flight is Cancelled Flightled and got disconnected when reFlight Booking Problems,2/17/15 10:09,5.67748E+17,Georgia,
negative,Customer Service Issue,US Airways,,jameypricephoto,0,"@USAirways I believe you. But in all seriousness, what's an acceptable time I should have this expense on my name that wasn't my fault....",2/17/15 10:08,5.67747E+17,,Eastern Time (US & Canada)
negative,Customer Service Issue,US Airways,,ALHphoto,0,@USAirways cust serv reps who are unable to change reservations in your system Check in unaware of Cancelled Flights that I got word on night before,2/17/15 10:01,5.67746E+17,"Raleigh,NC",Atlantic Time (Canada)
neutral,,US Airways,,JKrace45,0,@USAirways is there any way that you could hold flight 628 in CLT my husband is stuck in the security check line. flight scheduled for 1PM,2/17/15 10:00,5.67746E+17,,
negative,Customer Service Issue,US Airways,,ALHphoto,0,@USAirways issues are not with people who r nice or storm emails with wrong phone numbers auto rebooked flights to non connecting cities,2/17/15 9:58,5.67745E+17,"Raleigh,NC",Atlantic Time (Canada)
negative,Cancelled Flight,US Airways,,Kyle_Clarke528,0,@USAirways missing my reservations due to a Cancelled Flightled flight. Make it right by giving me first class tomorrow. Make your customers happy.,2/17/15 9:51,5.67743E+17,"Worthington, Ohio",Central Time (US & Canada)
negative,Lost Luggage,US Airways,,itsjustdoc,0,"@USAirways it's not a consolation because my bags are somewhere else, which is a real impediment to me going on a different vacation",2/17/15 9:50,5.67743E+17,Ohio,Quito
negative,Late Flight,US Airways,,Champa24,0,@USAirways any tips on getting a hotel that your airline won't get for any of us even though we were told that we'd make our flight?,2/17/15 9:46,5.67742E+17,,
neutral,,US Airways,,KristinKlutz,0,"@USAirways I left my son's Duke hat on flight #1761 last night. It says ""Mason"" on the back. Any way of locating it? Thanks in advance!",2/17/15 9:38,5.6774E+17,,
neutral,,US Airways,,bradleycfox,0,@USAirways will my known traveler no. transfer over from @AmericanAir ? when I check in at t-24 as an AA elite I can get choice seats?,2/17/15 9:37,5.6774E+17,"Seattle, WA / 36,000 feet",Pacific Time (US & Canada)
negative,Flight Booking Problems,US Airways,,TaiScott11,0,@USAirways I booked a flight yesterday but didnt receive an email confirmation and I my dividends number isn't registering. Please help.,2/17/15 9:33,5.67739E+17,,
positive,,US Airways,,mnardini1,0,@usairways #crew keeping safety top of mind in CLT. http://t.co/a0YoSJHZMc,2/17/15 9:29,5.67738E+17,DC,Eastern Time (US & Canada)
negative,Customer Service Issue,US Airways,,cristalyze,0,"@USAirways &amp; there are seats together, they just have fees. Seems if I'm taking a 5am flight the least you can do is wave the $10.",2/17/15 9:25,5.67737E+17,"Washington, DC",Eastern Time (US & Canada)
neutral,,US Airways,,lauras_music,0,@USAirways Im researching a flight &amp; noticed a small issue w/class of service between your site &amp; other sites. Could Reservations help me?,2/17/15 9:25,5.67737E+17,Ohio,Eastern Time (US & Canada)
negative,Cancelled Flight,US Airways,,erickofiejones,0,@USAirways I need someone from management to contact me I was flying to a funeral won't make it now to add to my pain they want me 2 pay,2/17/15 9:22,5.67736E+17,,Eastern Time (US & Canada)
negative,Cancelled Flight,US Airways,,erickofiejones,0,@USAirways Just contaced EYEWITNESS NEWS about the ripoff the Cancelled Flighted now they want me to pay,2/17/15 9:20,5.67735E+17,,Eastern Time (US & Canada)
neutral,,US Airways,,portugrad,0,@USAirways How can I change without penalty and not have to call customer service,2/17/15 9:19,5.67735E+17,Chicagoland Area,Central Time (US & Canada)
negative,Customer Service Issue,US Airways,,Jamayka,0,@USAirways when I call it says y'all are too busy and to call back Late Flightr.  this is terrible customer service.  what will you do about it?,2/17/15 9:18,5.67735E+17,"Austin, TX",Central Time (US & Canada)
negative,Cancelled Flight,US Airways,,erickofiejones,0,"@USAirways They charged me for a flight they Cancelled Flightled, unbelievable and unheard of",2/17/15 9:18,5.67735E+17,,Eastern Time (US & Canada)
negative,Can't Tell,US Airways,,erickofiejones,0,@USAirways I was completely ripped of by US Airways today never fly this airline  I am contacting my local news,2/17/15 9:17,5.67735E+17,,Eastern Time (US & Canada)
negative,Customer Service Issue,US Airways,,portugrad,0,@USAirways I can't believe that you would refer me to a number no one seems to be getting through. Really? I need help ASAP!,2/17/15 9:17,5.67735E+17,Chicagoland Area,Central Time (US & Canada)
negative,longlines,US Airways,,indystevens,0,@USAirways hundreds of people in line and less than half the desks being manned at CLT. Help?,2/17/15 9:17,5.67734E+17,,Quito
negative,Customer Service Issue,US Airways,,Dazoulai,0,@USAirways Why is there no contact email for customer complaints?,2/17/15 9:16,5.67734E+17,,
negative,Late Flight,US Airways,,simuLate Flightthis,0,"@USAirways Now I am probably going to miss my connection in Charlotte, so I will have to drive home for the funeral.",2/17/15 9:13,5.67734E+17,Queens,Quito
negative,Cancelled Flight,US Airways,,simuLate Flightthis,0,"@USAirways Flight 2069 from JFK to Charlotte, then 3750 from Charlotte to Birmingham. 2 previous flights to HSV were Cancelled Flightled.",2/17/15 9:13,5.67734E+17,Queens,Quito
negative,Customer Service Issue,US Airways,,ceowens5,0,@USAirways still crickets from customer service.,2/17/15 9:10,5.67733E+17,"Seattle, WA",
neutral,,US Airways,,JasonPlizga,0,@USAirways flight #3900 fro ORF to PHL.,2/17/15 9:08,5.67732E+17,,
negative,Flight Booking Problems,US Airways,,AndreybohdanY,0,"@USAirways 
That is not an excuse to have such a poor website Flight Booking Problems options! My yearly vacation is about to fall through, ubetter do smth!",2/17/15 9:08,5.67732E+17,,
negative,Customer Service Issue,US Airways,,tamajared,0,@USAirways The phone line disconnects. How can I be in the queue to be answered when the phone line simply disconnects when I call?,2/17/15 9:08,5.67732E+17,DC / MIA,Quito
negative,Cancelled Flight,US Airways,,Kyle_Clarke528,0,@USAirways want to bump up my seet to first class for two Cancelled Flightlations in 24hrs?? what a joke,2/17/15 9:05,5.67732E+17,"Worthington, Ohio",Central Time (US & Canada)
negative,Customer Service Issue,US Airways,,DAngel082,0,@USAirways  to arrive the plane I'm sitting on needs to take off...wish someone would tell us what the holdup is,2/17/15 9:02,5.67731E+17,New York,
negative,Customer Service Issue,US Airways,,TullamoreEims,0,@USAirways This is dating back to Nov. I have been sent back and forth between you and @eDreams_en. It's a disgrace.,2/17/15 9:00,5.6773E+17,Dublin Raised | Brooklyn Based,Dublin
positive,,US Airways,,ShiningLghtPE,0,@USAirways will do. Hoping for a voucher for a future flight #Optimistic,2/17/15 9:00,5.6773E+17,"Pittsburgh, Pa",Eastern Time (US & Canada)
negative,Lost Luggage,US Airways,,itsjustdoc,0,@USAirways I didn't even leave the airport and you sent 2 of my bags to Philadelphia!,2/17/15 8:58,5.6773E+17,Ohio,Quito
negative,Customer Service Issue,US Airways,,portugrad,0,@USAirways Thanks for the info but have been trying for over 24hrs and no luck. Flight dep. Today. Need 2 change 2 tomorrow or Thursday,2/17/15 8:58,5.6773E+17,Chicagoland Area,Central Time (US & Canada)
negative,Customer Service Issue,US Airways,,Jamayka,0,@USAirways tried twice today on hold for 30 min each time. i have things to do so can't live on hold dealing w/ your customer serv failures,2/17/15 8:57,5.6773E+17,"Austin, TX",Central Time (US & Canada)
negative,Lost Luggage,US Airways,,itsjustdoc,0,@USAirways no warm weather hubs means no Mexico for us.  And I can't go anywhere else since you lost my bags. I hope you attempt to rectify,2/17/15 8:56,5.67729E+17,Ohio,Quito
negative,Cancelled Flight,US Airways,,LucyALloyd,0,@USAirways No kidding. Oy.,2/17/15 8:56,5.67729E+17,Downers Grove,Central Time (US & Canada)
positive,,US Airways,,imayfan,0,@USAirways thanks,2/17/15 8:56,5.67729E+17,,Eastern Time (US & Canada)
negative,Customer Service Issue,US Airways,,itsjustdoc,0,@USAirways thank you for blowing my vacation. Couldn't get me anywhere today to make my reservation and also lost 2 bags of mine!,2/17/15 8:55,5.67729E+17,Ohio,Quito
negative,Flight Booking Problems,US Airways,,AlexRolek,0,@USAirways been trying to talk with a dividend miles rep for 2 days now. I have been holding for over 2 hours each day. What are my options?,2/17/15 8:54,5.67729E+17,"San Diego, CA",
negative,Late Flight,US Airways,,laura_crom,0,@USAirways and it still says it's on time on your website btw,2/17/15 8:54,5.67729E+17,boston,Quito
negative,Customer Service Issue,US Airways,,TheTaxDiva,0,@USAirways your customer service is horrible,2/17/15 8:53,5.67729E+17,MiamiHoustonDCHouston,Central Time (US & Canada)
negative,Customer Service Issue,US Airways,,TheTaxDiva,0,@USAirways I expect something more than telling me to see an agent to rebook my flight...,2/17/15 8:53,5.67728E+17,MiamiHoustonDCHouston,Central Time (US & Canada)
negative,Lost Luggage,US Airways,,TheTaxDiva,0,@USAirways you have the ability to switch my flight to @AmericanAir but you cannot tell me where my bags are.,2/17/15 8:52,5.67728E+17,MiamiHoustonDCHouston,Central Time (US & Canada)
negative,Customer Service Issue,US Airways,,TheTaxDiva,0,@USAirways I did and it's been a disaster. You had me sitting on the runway only to bring the plane back to the gate smh,2/17/15 8:52,5.67728E+17,MiamiHoustonDCHouston,Central Time (US & Canada)
negative,longlines,US Airways,,Champa24,0,@USAirways no we haven't because we've been in the same line at the service desk for an 1hr and 1/2 now in the same spot.,2/17/15 8:51,5.67728E+17,,
neutral,,US Airways,,laura_crom,0,"@USAirways on your website and on your boards at Logan it said it was on time, so we went through security and got to the gate (2)",2/17/15 8:51,5.67728E+17,boston,Quito
negative,Cancelled Flight,US Airways,,laura_crom,0,@USAirways I got up at 2 am for a 5 am flight from bos to Charlotte which I found was Cancelled Flightled once I got to the gate (1),2/17/15 8:49,5.67728E+17,boston,Quito
positive,,US Airways,,northerninsgr,0,@USAirways please give Tara G a pat on the back and praise.  She was very very helpful.  She is at PHL member lounge,2/17/15 8:49,5.67727E+17,Maine,
positive,,US Airways,,DAngel082,0,@USAirways  thanks I hope I get to my destination,2/17/15 8:47,5.67727E+17,New York,
negative,Late Flight,US Airways,,DAngel082,0,@USAirways  well its 11:45am and just got an email that my 11am flight is delayed-thats not right,2/17/15 8:45,5.67727E+17,New York,
negative,Late Flight,US Airways,,JasonPlizga,0,@USAirways How soon is possible? I boarded the plane the 1st time at 6:30 am and it is now after 11:30 am and I'm still where I started.,2/17/15 8:44,5.67726E+17,,
negative,Customer Service Issue,US Airways,,crshipferling,0,@USAirways your chairmans phone is down. what other number can i use?,2/17/15 8:43,5.67726E+17,"T: 35.029717,-80.9659",
negative,Bad Flight,US Airways,,TheTaxDiva,0,@USAirways @AmericanAir you make Spirit look like the gem of air travel. You haven't handle this winter storm very well...,2/17/15 8:41,5.67726E+17,MiamiHoustonDCHouston,Central Time (US & Canada)
positive,,US Airways,,Forsyth_Factor,0,"@USAirways thanks for the reply, hoping everything is cleared up in Charlotte by Monday",2/17/15 8:40,5.67725E+17,Anderson,Indiana (East)
negative,Customer Service Issue,US Airways,,jameypricephoto,0,@USAirways it takes a month?,2/17/15 8:40,5.67725E+17,,Eastern Time (US & Canada)
negative,Lost Luggage,US Airways,,juliadavis,0,"Yes, I filed a report in Atlanta. My bags are in Charlotte, NC. 24 hours Late Flightr and still can't find my luggage ... @USAirways",2/17/15 8:40,5.67725E+17,"Atlanta, Georgia",Eastern Time (US & Canada)
negative,Can't Tell,US Airways,,Jack_Kairys,0,@USAirways it was supposed to be a carry on and in Pittsburgh  coming to Boston it was a carry on,2/17/15 8:39,5.67725E+17,,
neutral,,US Airways,,TullamoreEims,0,@USAirways You need to contact me ASAP. #Furious,2/17/15 8:39,5.67725E+17,Dublin Raised | Brooklyn Based,Dublin
negative,Customer Service Issue,US Airways,,DAngel082,0,@USAirways can't even get on hold to wait to speak to someone-awesome,2/17/15 8:35,5.67724E+17,New York,
negative,Customer Service Issue,US Airways,,CharNewsJunkie,0,"@USAirways Almost 4 hours and coin now. Understand higher call volume, but this is unacceptable.",2/17/15 8:28,5.67722E+17,"Charlotte, North Carolina",Eastern Time (US & Canada)
negative,Cancelled Flight,US Airways,,LucyALloyd,0,. @USAirways It's been Cancelled Flighted. Your SM response is slow.,2/17/15 8:27,5.67722E+17,Downers Grove,Central Time (US & Canada)
negative,Cancelled Flight,US Airways,,DaFuente,0,"@USAirways I۪ve had my flight Cancelled Flightled twice now, and after 5 minutes of automated questions, the phone just goes to a busy signal. Help?",2/17/15 8:26,5.67722E+17,"Atlanta, GA",Eastern Time (US & Canada)
negative,Bad Flight,US Airways,,Champa24,0,@USAirways great job today In ruining 45 people's vacation. Thanks to your incompetent pilot and staff we have all now missed our flights,2/17/15 8:15,5.67719E+17,,
negative,Bad Flight,US Airways,,Jack_Kairys,0,@USAirways your service has been awful in Boston and I had to pay 25 extra dollars than I was supposed too I am very dissatisfied #mad,2/17/15 8:11,5.67718E+17,,
negative,Late Flight,US Airways,,sankeshw,0,"@USAirways we are on the 2pm flight FLL to PHL and then connection to MAN. However, with the delays we might miss it. Can we go earlier?",2/17/15 7:50,5.67713E+17,"North West, UK",Casablanca
negative,Customer Service Issue,US Airways,,CharNewsJunkie,0,@USAirways I have been on hold with your Gold reservations line for OVER 3 HOURS now. Flight Cancelled Flightled. Trying to rebook.,2/17/15 7:40,5.6771E+17,"Charlotte, North Carolina",Eastern Time (US & Canada)
negative,Customer Service Issue,US Airways,,MarkKersten,0,.@USAirways we have no choice but to pay another $50 to go to the airport in the hopes that we will be treated better by a rep.,2/17/15 6:52,5.67698E+17,"London, UK",Quito
negative,Customer Service Issue,US Airways,,DonnyYardas,0,@USAirways reservations had me on hold for 2 hours only to hang up...smh _,2/17/15 5:38,5.67679E+17,Somewhere Creating,Eastern Time (US & Canada)
negative,Customer Service Issue,US Airways,,sevnthstar,0,@USAirways @AmericanAir How r u supposed to change flights when u can't get thru to reservations? #OneHourOnHold,2/17/15 5:04,5.67671E+17,often underwater,Pacific Time (US & Canada)
neutral,,US Airways,,ashenfaced,0,@USAirways how's us 1797 looking today?,2/17/15 3:14,5.67643E+17,Brighton,
negative,Customer Service Issue,American,,SweeLoTmac,0,@AmericanAir why would I even consider continuing your point program when I received no perks or continued bad customer service? #senseless,2/24/15 11:44,5.70308E+17,,Quito
neutral,,American,,LancasterPattie,0,@AmericanAir we've already made other arrangements ourselves.,2/24/15 11:43,5.70308E+17,,
negative,Bad Flight,American,,ELLLORRAC,0,@AmericanAir thanks for getting back to me. But I will find other airlines in the future.,2/24/15 11:43,5.70308E+17,,Central Time (US & Canada)
negative,Flight Booking Problems,American,,SweeLoTmac,0,@AmericanAir why would I pay $200 to reactivate my points that are only useful for certain flights that aren't even worth $200?,2/24/15 11:43,5.70308E+17,,Quito
negative,Late Flight,American,,LauraMolito,0,"@AmericanAir stranded for 24 hours in MIA, Patrick casimir has been the ONLY AA staff to apologize for the great inconvenience #unreal",2/24/15 11:41,5.70307E+17,"New York, NY",Atlantic Time (Canada)
negative,Flight Booking Problems,American,,barbararwill,0,"@AmericanAir no thanks.  As I said, being denied miles that expired one week ago was the last drop for me; plan to avoid AA as possible.",2/24/15 11:40,5.70307E+17,Mexico City,
negative,Customer Service Issue,American,,Bossman1908,0,"@AmericanAir sorry so Late Flight, responded to your DM.",2/24/15 11:40,5.70307E+17,Liverpool,
positive,,American,,bharris77,0,"@AmericanAir Believe me, I understand. Flight #2955. Was originally booked for Sunday. Flight was Cancelled Flighted and rescheduled for today.",2/24/15 11:40,5.70307E+17,"Frisco, Texas",Central Time (US & Canada)
negative,Flight Attendant Complaints,American,,TheTPVshow,0,"@AmericanAir aa employees were rude and unwilling to help. 10,000 miles is a rotten cherry on top of a dog shit Sunday. #nocareforcustomers",2/24/15 11:38,5.70307E+17,MN,Central Time (US & Canada)
negative,Can't Tell,American,,banderson_1978,0,@AmericanAir Mold on my flight?!? US3825 #filthyplane #hopeidonotgetsick http://t.co/zIK2UoXGnW,2/24/15 11:38,5.70307E+17,"Albany, NY",
neutral,,American,,gjeaviation,0,@AmericanAir 767 seconds from touchdown at Madrid airport in April 2013 #AvGeek http://t.co/1yWXRfn0Gr,2/24/15 11:37,5.70307E+17,"Worcester, UK",London
negative,longlines,American,,TheTPVshow,0,"@AmericanAir I slept in the miami airport due to mechanical issues and was given 10,000 bonus miles to try and make it right. #slapintheface",2/24/15 11:37,5.70307E+17,MN,Central Time (US & Canada)
neutral,,American,,sammy575,0,"@AmericanAir is the new 9:45 time confirmed or it may get Cancelled Flightled? Traveling with kids, need to be certain. Thx",2/24/15 11:37,5.70306E+17,New York,Eastern Time (US & Canada)
negative,Flight Booking Problems,American,,HollyKinnamon,0,@AmericanAir 1hr 46 min. Cost of flight change $788. Was $188 2hrs ago b/f drop call. Cancelled Flighted flight. Asked 4 refund.,2/24/15 11:36,5.70306E+17,"Washington, DC",Quito
negative,Flight Booking Problems,American,,CathiKingWarren,0,@AmericanAir it's not just frustrating--it was PAID for! how do we get a refund?,2/24/15 11:36,5.70306E+17,"San Antonio, Republic of Texas",
neutral,,American,,penyu1818,0,"@AmericanAir DM the locator code, thanks.",2/24/15 11:32,5.70305E+17,,
positive,,American,,jamucsb,0,@AmericanAir thank you!,2/24/15 11:32,5.70305E+17,"Los Angeles, CA",Pacific Time (US & Canada)
negative,Customer Service Issue,American,,TheOnlyJasonS,1,"@AmericanAir I sure hope you all can fix @USAirways. Good luck, their service sucks. #nexttimeiwillflysouthwest",2/24/15 11:32,5.70305E+17,,
negative,Bad Flight,American,,drhavoc,0,@americanair thanks for no fresh food on my cross country flight and for making my connection so close No time to eat. TPA-DFW-LAX,2/24/15 11:31,5.70305E+17,Tampa Bay,Eastern Time (US & Canada)
neutral,,American,,Chandrafaythe,0,"@AmericanAir my flight got Cancelled Flightled from GRK to DFW, then to LEX for tomorrow and I need it rebooked.",2/24/15 11:31,5.70305E+17,,Quito
neutral,,American,,AesaGaming,0,@AmericanAir Do you have any sort of live chat feature? We're in the UK right now and that call would cost us alot. :(,2/24/15 11:29,5.70305E+17,,
negative,Late Flight,American,,ImBillNichols,0,@AmericanAir your planes made me miss 2 connections in 2 days. Thanks for nothing,2/24/15 11:29,5.70305E+17,,Quito
negative,Flight Booking Problems,American,,coquichick,0,@AmericanAir I purchased Main Cabin XT for f-1571AUS. Flight was Cancelled Flightled and I was rescheduled on 1600 with regular seats. Credit?,2/24/15 11:26,5.70304E+17,Puerto Rico,Atlantic Time (Canada)
neutral,,American,,trentgillaspie,0,.@AmericanAir just disappointed with the Flight Booking Problems process and add۪l fees to sit together on a more crowded flight. Not impressed so far :-/.,2/24/15 11:24,5.70303E+17,"Austin, but often Denver",Mountain Time (US & Canada)
positive,,American,,JohnMHaaland,0,@AmericanAir thanks,2/24/15 11:20,5.70302E+17,New York Tri-State,Eastern Time (US & Canada)
negative,Bad Flight,American,,PBSamson,0,@AmericanAir thx for responding. I cant watch 2 mins of this film w/out it cutting in and out 4 prolonged prds of time. beyond frustrating,2/24/15 11:19,5.70302E+17,"Los Angeles, CA",Pacific Time (US & Canada)
neutral,,American,,FinEdChat,0,@AmericanAir I did,2/24/15 11:19,5.70302E+17,"Cincinnati, Ohio",Atlantic Time (Canada)
negative,Customer Service Issue,American,,skgiffard,0,.@AmericanAir can you connect me to a person without having to wait 2+ hours on hold? I still haven't been able to resolve the problem.,2/24/15 11:17,5.70301E+17,"Boston, MA",Eastern Time (US & Canada)
negative,Late Flight,American,,JoBarredaV,1,@AmericanAir r u serious?? 304min #delay with #AmericanAirlines #AA2444 #ohio - #dallas missed my connecting flight http://t.co/DNMsblzumr,2/24/15 11:17,5.70301E+17,Mexico City,Central Time (US & Canada)
negative,Cancelled Flight,American,,LancasterPattie,0,"@AmericanAir You are jumping the gun and Cancelled Flighting flights that could've made it before the snow. Now, more Cancelled Flightlations. It's ridiculous.",2/24/15 11:15,5.70301E+17,,
positive,,American,,dcathomedad,0,@AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?,2/24/15 11:12,5.703E+17,DC to STL ,
neutral,,American,,pokecrastinator,0,"@AmericanAir Thank you, you too!",2/24/15 11:12,5.703E+17,United States,Mountain Time (US & Canada)
neutral,,American,,Qwhocooks,0,@AmericanAir What happens when you combine Top Chef &amp; the beauty of San Miguel de Allende. My Late Flightst food blog.  http://t.co/7t1rDRCRe6,2/24/15 11:12,5.703E+17,Chicago,Eastern Time (US & Canada)
positive,,American,,COVRTER,0,"@AmericanAir Great, thanks. Followed.",2/24/15 11:10,5.703E+17,"SF, CA",Central Time (US & Canada)
