Age,WorkClass,Education,MartialStatus,Occupation,Relationship,Race,Sex,HoursPerWeek,NativeCountry,GE50K
22,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Male,40,United-States,0
49,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
68,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,15,United-States,0
62,Self-emp-not-inc,7th-8th,Widowed,Farming-fishing,Other-relative,White,Female,35,United-States,0
25,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,0
24,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,24,Mexico,0
44,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,12,,0
32,Private,9th,Married-civ-spouse,Farming-fishing,Husband,Black,Male,40,United-States,0
49,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,United-States,1
68,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,40,United-States,0
25,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,40,Peru,0
47,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
37,Self-emp-not-inc,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
57,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,1
34,Private,10th,Never-married,Other-service,Unmarried,Black,Female,40,Jamaica,0
46,Local-gov,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Female,36,United-States,0
21,Private,11th,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,0
26,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,30,United-States,0
45,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,44,United-States,1
17,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,35,United-States,0
36,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,United-States,0
33,Private,12th,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,0
27,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,40,United-States,0
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,0
24,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States,0
37,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,30,United-States,0
53,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
44,Private,Some-college,Divorced,Adm-clerical,Own-child,White,Male,40,United-States,1
43,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,45,United-States,1
29,Private,HS-grad,Never-married,Other-service,Other-relative,Black,Female,52,United-States,0
47,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,0
37,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,0
43,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
23,Private,Some-college,Never-married,Sales,Not-in-family,Black,Female,20,United-States,0
50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,0
25,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,0
40,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,0
39,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States,1
32,Private,HS-grad,Married-civ-spouse,Transport-moving,Own-child,White,Male,40,United-States,0
19,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0
26,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,United-States,0
30,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
41,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,Mexico,0
42,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,Other,Male,30,Iran,0
45,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
22,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,35,United-States,0
25,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
22,Federal-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,Male,20,United-States,0
46,State-gov,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
48,Self-emp-inc,Some-college,Divorced,Farming-fishing,Not-in-family,White,Male,45,United-States,0
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,52,United-States,1
19,Private,Some-college,Never-married,Other-service,Own-child,White,Male,14,United-States,0
31,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
30,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,70,United-States,0
40,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,1
60,,Some-college,Married-civ-spouse,,Husband,White,Male,12,United-States,1
52,,12th,Married-civ-spouse,,Wife,Black,Female,40,United-States,1
22,Private,Some-college,Never-married,Sales,Own-child,White,Female,15,United-States,0
25,Private,Some-college,Divorced,Other-service,Own-child,Black,Male,38,United-States,0
51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,1
32,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,62,United-States,0
51,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,25,United-States,0
42,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,50,United-States,1
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0
52,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,0
58,,1st-4th,Married-spouse-absent,,Unmarried,Amer-Indian-Eskimo,Male,40,United-States,0
43,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,0
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
28,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
31,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
61,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States,0
26,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,0
46,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0
62,,HS-grad,Married-civ-spouse,,Husband,White,Male,40,United-States,1
50,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,35,United-States,0
18,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,5,United-States,0
23,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,48,United-States,0
21,Private,Some-college,Never-married,Sales,Own-child,White,Female,28,United-States,0
46,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,Other,Male,36,United-States,0
38,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,40,United-States,0
53,Private,12th,Divorced,Farming-fishing,Own-child,White,Male,40,United-States,0
53,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
26,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,25,United-States,0
46,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,55,United-States,1
44,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
36,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
20,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,30,United-States,0
35,Private,7th-8th,Married-civ-spouse,Tech-support,Husband,White,Male,40,Mexico,0
40,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,20,United-States,0
70,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
57,Private,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0
40,Private,Preschool,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,0
18,Private,11th,Never-married,Craft-repair,Own-child,White,Male,5,United-States,0
45,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0
52,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
24,,HS-grad,Never-married,,Own-child,White,Male,40,United-States,0
42,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,Black,Male,60,United-States,0
28,Local-gov,HS-grad,Separated,Transport-moving,Own-child,White,Male,45,United-States,0
32,Private,Assoc-voc,Never-married,Tech-support,Unmarried,White,Female,60,United-States,0
56,Federal-gov,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,0
44,Private,1st-4th,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,40,Vietnam,0
20,Private,Some-college,Never-married,Sales,Unmarried,Black,Female,30,United-States,0
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
59,Private,Some-college,Separated,Adm-clerical,Other-relative,White,Male,40,United-States,0
21,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Male,40,United-States,0
32,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
49,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
22,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,0
51,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
23,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,50,United-States,0
34,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Male,30,United-States,0
53,Private,12th,Divorced,Transport-moving,Not-in-family,White,Female,40,United-States,0
44,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,0
60,Private,Some-college,Widowed,Protective-serv,Not-in-family,Black,Female,40,United-States,0
55,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,0
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,0
59,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0
26,,Some-college,Never-married,,Own-child,Asian-Pac-Islander,Male,40,Philippines,0
30,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Own-child,White,Female,16,United-States,1
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,43,United-States,0
45,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
29,Self-emp-inc,Bachelors,Never-married,Sales,Own-child,White,Female,40,United-States,0
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,1
21,Private,12th,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,0
36,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
18,,HS-grad,Never-married,,Own-child,White,Female,20,United-States,0
37,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,45,United-States,0
19,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
65,,7th-8th,Married-civ-spouse,,Husband,White,Male,25,United-States,0
30,Private,Assoc-voc,Married-civ-spouse,Tech-support,Wife,White,Female,35,Germany,0
27,,Masters,Never-married,,Not-in-family,Other,Female,40,Japan,0
59,Federal-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
32,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,60,United-States,1
25,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0
40,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,80,United-States,1
21,,9th,Never-married,,Own-child,White,Male,42,United-States,0
49,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,1
49,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
51,,HS-grad,Divorced,,Unmarried,Black,Female,40,United-States,0
48,Private,9th,Widowed,Transport-moving,Unmarried,White,Male,40,United-States,1
42,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0
53,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
29,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,0
21,,HS-grad,Never-married,,Other-relative,Asian-Pac-Islander,Female,24,United-States,0
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,15,United-States,0
66,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,,1
34,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
62,,Assoc-voc,Married-civ-spouse,,Husband,White,Male,40,Canada,0
30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0
27,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0
25,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
26,Private,HS-grad,Separated,Farming-fishing,Not-in-family,White,Male,40,United-States,0
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,1
55,Private,Some-college,Separated,Exec-managerial,Unmarried,White,Female,10,United-States,0
26,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,40,United-States,0
45,Private,Bachelors,Separated,Prof-specialty,Unmarried,White,Female,56,Germany,0
61,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,1
34,,7th-8th,Separated,,Unmarried,Black,Female,40,United-States,0
26,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,60,United-States,0
44,Federal-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
45,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,30,United-States,0
55,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
20,Private,Some-college,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,30,United-States,0
48,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
33,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,60,United-States,0
44,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,0
32,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Canada,0
54,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
29,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,10,China,1
56,Private,10th,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,0
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
22,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0
46,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,1
24,Federal-gov,Some-college,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0
37,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
49,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,0
44,Federal-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,50,United-States,1
21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
55,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
23,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,32,United-States,0
50,Private,11th,Divorced,Sales,Not-in-family,White,Female,40,United-States,0
44,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,20,United-States,0
48,Private,Some-college,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,40,Cambodia,1
38,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,1
48,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
39,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0
52,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,44,United-States,1
63,Private,HS-grad,Widowed,Other-service,Other-relative,White,Female,40,United-States,0
48,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,1
37,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
26,State-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0
50,Self-emp-inc,11th,Never-married,Exec-managerial,Other-relative,White,Male,40,United-States,1
47,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
19,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Female,15,United-States,0
34,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,40,Germany,0
29,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
33,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,45,United-States,0
53,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,United-States,0
24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
39,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,65,United-States,0
50,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,5,United-States,0
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
22,Private,Assoc-voc,Never-married,Sales,Not-in-family,Black,Female,25,United-States,0
42,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,42,United-States,0
23,Private,12th,Never-married,Sales,Own-child,White,Female,25,United-States,0
22,Private,11th,Divorced,Sales,Own-child,White,Male,50,United-States,0
65,Private,5th-6th,Widowed,Machine-op-inspct,Not-in-family,White,Female,10,Italy,0
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,0
23,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,20,United-States,0
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
45,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,United-States,0
19,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0
46,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Female,8,United-States,0
23,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
59,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
36,State-gov,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
35,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,45,United-States,1
51,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,12,United-States,0
42,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,30,United-States,0
35,Private,Masters,Never-married,Sales,Not-in-family,White,Female,40,United-States,0
20,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,38,United-States,0
25,Private,HS-grad,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,60,,0
41,Private,10th,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
40,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,35,United-States,0
36,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,37,United-States,0
34,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1
44,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,42,United-States,0
31,Federal-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,0
41,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
43,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
43,Private,Masters,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0
58,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
19,Private,Some-college,Never-married,Sales,Own-child,White,Female,30,United-States,0
43,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,55,United-States,1
50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,0
44,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
46,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,38,United-States,0
52,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
52,Self-emp-not-inc,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,0
18,Private,12th,Never-married,Adm-clerical,Own-child,White,Female,12,United-States,0
29,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,55,United-States,0
19,,HS-grad,Married-civ-spouse,,Wife,White,Female,36,United-States,0
34,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0
23,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,0
64,State-gov,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,65,United-States,0
68,Private,10th,Divorced,Transport-moving,Not-in-family,White,Male,20,United-States,0
42,State-gov,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,0
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,1
41,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,0
22,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,0
67,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,1
27,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Philippines,1
25,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
49,,HS-grad,Married-civ-spouse,,Wife,White,Female,60,United-States,0
28,Private,Assoc-acdm,Never-married,Handlers-cleaners,Not-in-family,White,Male,45,United-States,0
51,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Vietnam,1
23,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,35,China,0
19,Private,12th,Never-married,Other-service,Own-child,White,Female,15,United-States,0
72,,5th-6th,Widowed,,Not-in-family,White,Female,40,United-States,0
33,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,35,United-States,0
53,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,20,United-States,0
35,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,0
31,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
18,Private,12th,Never-married,Sales,Own-child,White,Female,20,United-States,0
45,Private,Assoc-voc,Divorced,Handlers-cleaners,Not-in-family,White,Female,40,United-States,0
28,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,30,,0
22,Local-gov,5th-6th,Never-married,Handlers-cleaners,Other-relative,White,Male,40,Guatemala,1
55,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,40,United-States,0
45,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,1
22,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,37,United-States,0
37,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,40,United-States,0
19,Private,11th,Never-married,Sales,Own-child,Black,Female,35,United-States,0
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1
50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
31,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,0
40,Private,Preschool,Never-married,Other-service,Not-in-family,White,Female,20,United-States,0
51,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,0
56,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
21,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,35,United-States,0
40,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States,1
22,Private,Some-college,Never-married,Exec-managerial,Unmarried,Black,Female,40,Jamaica,0
47,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
44,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,40,United-States,0
30,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Other,Male,40,,0
44,Local-gov,Some-college,Divorced,Other-service,Unmarried,White,Female,40,United-States,0
41,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
47,Private,Assoc-acdm,Divorced,Sales,Own-child,White,Male,44,United-States,0
26,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,Germany,1
34,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,Black,Male,40,United-States,0
47,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
36,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,38,United-States,0
21,Private,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,46,United-States,0
45,State-gov,Bachelors,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,0
33,Private,HS-grad,Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,35,Hong,0
33,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,65,United-States,0
58,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Unmarried,White,Female,10,United-States,0
31,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,1
32,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,1
44,Federal-gov,Bachelors,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,1
24,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
